time_s,ppg_au
6.12,0.03764
6.124,0.0559
6.128,0.07465
6.132,0.08275
6.136,0.12343
6.14,0.11682
6.144,0.14565
6.148,0.19282
6.152,0.23186
6.156,0.25246
6.16,0.30787
6.164,0.32343
6.168,0.37069
6.172,0.43387
6.176,0.47511
6.18,0.5326
6.184,0.5773
6.188,0.64153
6.192,0.68439
6.196,0.73355
6.2,0.80656
6.204,0.83646
6.208,0.88173
6.212,0.91426
6.216,0.92489
6.22,0.97452
6.224,0.99826
6.228,0.99431
6.232,0.99471
6.236,0.99128
6.24,0.95659
6.244,0.94586
6.248,0.90696
6.252,0.86798
6.256,0.84877
6.26,0.798
6.264,0.75603
6.268,0.67973
6.272,0.63129
6.276,0.59557
6.28,0.56237
6.284,0.50049
6.288,0.43182
6.292,0.39067
6.296,0.35177
6.3,0.32382
6.304,0.29881
6.308,0.25974
6.312,0.24149
6.316,0.22321
6.32,0.19424
6.324,0.18973
6.328,0.18678
6.332,0.16812
6.336,0.16912
6.34,0.17678
6.344,0.17979
6.348,0.18812
6.352,0.196
6.356,0.20311
6.36,0.21112
6.364,0.22431
6.368,0.23612
6.372,0.23624
6.376,0.24414
6.38,0.26592
6.384,0.27444
6.388,0.2964
6.392,0.29447
6.396,0.29595
6.4,0.3118
6.404,0.29482
6.408,0.2942
6.412,0.30371
6.416,0.29591
6.42,0.30237
6.424,0.28826
6.428,0.28819
6.432,0.28077
6.436,0.26076
6.44,0.2515
6.444,0.25127
6.448,0.23547
6.452,0.22829
6.456,0.20192
6.46,0.17608
6.464,0.17973
6.468,0.15759
6.472,0.14632
6.476,0.15681
6.48,0.12592
6.484,0.09908
6.488,0.08984
6.492,0.0857
6.496,0.08746
6.5,0.07119
6.504,0.05558
6.508,0.03826
6.512,0.03041
6.516,0.02377
6.52,0.01106
6.524,0.00521
6.528,0.00652
6.532,-0.00561
6.536,0.00285
6.54,0.00244
6.544,-0.01299
6.548,0.00639
6.552,-0.01858
6.556,0.01154
6.56,-0.01915
6.564,-0.02238
6.568,-0.00089
6.572,-0.02113
6.576,-0.04153
6.58,-0.02502
6.584,-0.01507
6.588,-0.02428
6.592,-0.01547
6.596,-0.03793
6.6,-0.04123
6.604,-0.03289
6.608,-0.02259
6.612,-0.01863
6.616,-0.0352
6.62,-0.02869
6.624,-0.02666
6.628,-0.0301
6.632,-0.03266
6.636,-0.02093
6.64,-0.02962
6.644,-0.04004
6.648,-0.04699
6.652,-0.02452
6.656,-0.03145
6.66,-0.00425
6.664,-0.01563
6.668,-0.03124
6.672,-0.01377
6.676,-0.04478
6.68,-0.02526
6.684,-0.02454
6.688,-0.03016
6.692,-0.01266
6.696,-0.0234
6.7,-0.03509
6.704,-0.01379
6.708,-0.02206
6.712,-0.02232
6.716,-0.03718
6.72,-0.02978
6.724,-0.01715
6.728,-0.02244
6.732,-0.00762
6.736,-0.0333
6.74,-0.05606
6.744,-0.0265
6.748,-0.02979
6.752,-0.02207
6.756,-0.02686
6.76,-0.03839
6.764,-0.00157
6.768,-0.02509
6.772,-0.02328
6.776,-0.00349
6.78,-0.02993
6.784,-0.00962
6.788,0.01109
6.792,0.00922
6.796,0.01791
6.8,0.0221
6.804,0.05885
6.808,0.06176
6.812,0.07536
6.816,0.10723
6.82,0.12329
6.824,0.17732
6.828,0.17659
6.832,0.23159
6.836,0.28073
6.84,0.30994
6.844,0.37972
6.848,0.42625
6.852,0.45707
6.856,0.53679
6.86,0.57584
6.864,0.6226
6.868,0.67296
6.872,0.72637
6.876,0.78952
6.88,0.8194
6.884,0.87868
6.888,0.90782
6.892,0.91999
6.896,0.95835
6.9,0.96228
6.904,0.97994
6.908,0.96788
6.912,0.97369
6.916,0.94341
6.92,0.91861
6.924,0.89573
6.928,0.85508
6.932,0.80852
6.936,0.76828
6.94,0.71447
6.944,0.66458
6.948,0.62865
6.952,0.57519
6.956,0.51805
6.96,0.46311
6.964,0.42674
6.968,0.38234
6.972,0.34387
6.976,0.30983
6.98,0.28454
6.984,0.25692
6.988,0.21859
6.992,0.1971
6.996,0.18157
7.0,0.16845
7.004,0.1869
7.008,0.16869
7.012,0.14427
7.016,0.16783
7.02,0.14979
7.024,0.15528
7.028,0.18841
7.032,0.20413
7.036,0.21018
7.04,0.19994
7.044,0.2271
7.048,0.22235
7.052,0.25241
7.056,0.24427
7.06,0.26704
7.064,0.27295
7.068,0.27373
7.072,0.28893
7.076,0.28928
7.08,0.28409
7.084,0.29011
7.088,0.28558
7.092,0.28017
7.096,0.28196
7.1,0.27696
7.104,0.26472
7.108,0.24605
7.112,0.25432
7.116,0.24777
7.12,0.24504
7.124,0.20623
7.128,0.20916
7.132,0.21483
7.136,0.18976
7.14,0.164
7.144,0.16153
7.148,0.15384
7.152,0.12544
7.156,0.10606
7.16,0.09887
7.164,0.09378
7.168,0.06382
7.172,0.06575
7.176,0.05607
7.18,0.04925
7.184,0.04547
7.188,0.02296
7.192,0.01451
7.196,-0.00222
7.2,0.01199
7.204,0.00295
7.208,-0.00885
7.212,-0.01607
7.216,-0.03234
7.22,-0.02
7.224,-0.02359
7.228,-0.00415
7.232,-0.0228
7.236,-0.02757
7.24,-0.0213
7.244,-0.00941
7.248,-0.04197
7.252,-0.02856
7.256,-0.0206
7.26,-0.03849
7.264,-0.03788
7.268,-0.02439
7.272,-0.03299
7.276,-0.01238
7.28,-0.02837
7.284,-0.02084
7.288,-0.03651
7.292,-0.03981
7.296,-0.02471
7.3,-0.01872
7.304,-0.03153
7.308,-0.02512
7.312,-0.00308
7.316,-0.01338
7.32,-0.04553
7.324,-0.02353
7.328,-0.02924
7.332,-0.00959
7.336,-0.03369
7.34,-0.01293
7.344,-0.02193
7.348,-0.01611
7.352,-0.01583
7.356,-0.01421
7.36,-0.02759
7.364,-0.02874
7.368,-0.00998
7.372,-0.04193
7.376,-0.01499
7.38,-0.025
7.384,-0.03906
7.388,-0.01973
7.392,-0.01477
7.396,-0.02698
7.4,-0.0238
7.404,-0.02297
7.408,-0.01107
7.412,-0.00347
7.416,-0.01041
7.42,-0.0222
7.424,-0.01374
7.428,-0.02045
7.432,-0.03899
7.436,-0.02874
7.44,-0.02548
7.444,-0.0303
7.448,-0.02774
7.452,-0.01028
7.456,-0.0187
7.46,-0.0351
7.464,-0.02316
7.468,-0.00441
7.472,-0.01835
7.476,0.00377
7.48,-0.02702
7.484,-0.02379
7.488,-0.00404
7.492,-0.01236
7.496,-0.01067
7.5,0.00117
7.504,0.0105
7.508,0.0109
7.512,0.01708
7.516,0.03974
7.52,0.0282
7.524,0.06182
7.528,0.07078
7.532,0.09866
7.536,0.10122
7.54,0.14056
7.544,0.15415
7.548,0.20547
7.552,0.23225
7.556,0.28267
7.56,0.33044
7.564,0.35683
7.568,0.41115
7.572,0.46891
7.576,0.50741
7.58,0.56422
7.584,0.63036
7.588,0.66659
7.592,0.72255
7.596,0.78139
7.6,0.8189
7.604,0.8651
7.608,0.89539
7.612,0.91587
7.616,0.95786
7.62,0.96805
7.624,0.99144
7.628,1.00552
7.632,0.98159
7.636,0.98028
7.64,0.94845
7.644,0.91015
7.648,0.86871
7.652,0.86096
7.656,0.79817
7.66,0.7552
7.664,0.71226
7.668,0.64812
7.672,0.60376
7.676,0.55664
7.68,0.50183
7.684,0.4618
7.688,0.39199
7.692,0.3771
7.696,0.33234
7.7,0.30013
7.704,0.28611
7.708,0.25523
7.712,0.21296
7.716,0.19314
7.72,0.18609
7.724,0.1846
7.728,0.20542
7.732,0.17
7.736,0.16426
7.74,0.1814
7.744,0.17839
7.748,0.19151
7.752,0.2033
7.756,0.23071
7.76,0.2387
7.764,0.23844
7.768,0.27385
7.772,0.26458
7.776,0.27422
7.78,0.28099
7.784,0.29026
7.788,0.28646
7.792,0.30496
7.796,0.31291
7.8,0.31316
7.804,0.29923
7.808,0.33155
7.812,0.28498
7.816,0.30659
7.82,0.31572
7.824,0.29692
7.828,0.29453
7.832,0.2817
7.836,0.26609
7.84,0.25814
7.844,0.23976
7.848,0.24721
7.852,0.21901
7.856,0.20523
7.86,0.19209
7.864,0.18376
7.868,0.16743
7.872,0.15621
7.876,0.1354
7.88,0.14281
7.884,0.11195
7.888,0.10183
7.892,0.09102
7.896,0.09797
7.9,0.06705
7.904,0.05953
7.908,0.03402
7.912,0.03397
7.916,0.03053
7.92,0.02988
7.924,0.01976
7.928,0.04334
7.932,0.02672
7.936,0.00952
7.94,0.02259
7.944,0.01519
7.948,0.02094
7.952,-0.01385
7.956,0.03035
7.96,-0.01657
7.964,-0.0015
7.968,0.01699
7.972,-0.00784
7.976,0.01542
7.98,-0.00835
7.984,-0.00198
7.988,-0.00789
7.992,-0.00229
7.996,0.02039
8.0,-0.01051
8.004,-0.01269
8.008,0.00069
8.012,0.00019
8.016,0.01049
8.02,0.00379
8.024,-0.00947
8.028,-0.01536
8.032,0.00952
8.036,-6e-05
8.04,0.0098
8.044,0.02213
8.048,0.00105
8.052,0.01747
8.056,0.0167
8.06,-0.01098
8.064,0.00778
8.068,0.01195
8.072,0.01043
8.076,0.00679
8.08,0.01272
8.084,0.00319
8.088,-0.00524
8.092,0.00878
8.096,-0.0081
8.1,0.00389
8.104,-0.00236
8.108,0.01346
8.112,0.00716
8.116,0.01491
8.12,0.00597
8.124,0.00543
8.128,0.02149
8.132,0.01781
8.136,-0.00936
8.14,0.00176
8.144,-0.00705
8.148,-0.00264
8.152,-0.0062
8.156,0.00304
8.16,0.01157
8.164,0.00546
8.168,0.0167
8.172,-0.00215
8.176,0.01804
8.18,0.00909
8.184,0.01535
8.188,0.04136
8.192,0.03264
8.196,0.05906
8.2,0.04048
8.204,0.06049
8.208,0.08266
8.212,0.09014
8.216,0.10622
8.22,0.13179
8.224,0.12573
8.228,0.17352
8.232,0.19479
8.236,0.2515
8.24,0.26609
8.244,0.3126
8.248,0.35529
8.252,0.40705
8.256,0.46027
8.26,0.49978
8.264,0.54356
8.268,0.60293
8.272,0.65982
8.276,0.72382
8.28,0.76915
8.284,0.81585
8.288,0.87985
8.292,0.89455
8.296,0.92183
8.3,0.97602
8.304,0.98335
8.308,1.01457
8.312,1.01026
8.316,1.03578
8.32,1.01557
8.324,0.98684
8.328,0.94365
8.332,0.94733
8.336,0.88446
8.34,0.88817
8.344,0.82262
8.348,0.76923
8.352,0.7233
8.356,0.67016
8.36,0.61105
8.364,0.56964
8.368,0.52819
8.372,0.48342
8.376,0.44315
8.38,0.37706
8.384,0.35911
8.388,0.33084
8.392,0.29776
8.396,0.28112
8.4,0.25602
8.404,0.23384
8.408,0.22538
8.412,0.21303
8.416,0.21561
8.42,0.20674
8.424,0.21793
8.428,0.19891
8.432,0.22335
8.436,0.23975
8.44,0.23604
8.444,0.25919
8.448,0.24538
8.452,0.26206
8.456,0.26325
8.46,0.28435
8.464,0.30273
8.468,0.30477
8.472,0.31367
8.476,0.3294
8.48,0.32026
8.484,0.32549
8.488,0.33658
8.492,0.35376
8.496,0.34471
8.5,0.32082
8.504,0.33101
8.508,0.33467
8.512,0.32221
8.516,0.3115
8.52,0.30956
8.524,0.28877
8.528,0.28337
8.532,0.27654
8.536,0.25941
8.54,0.26554
8.544,0.23366
8.548,0.21008
8.552,0.20683
8.556,0.17163
8.56,0.15125
8.564,0.15988
8.568,0.14665
8.572,0.13214
8.576,0.13539
8.58,0.13404
8.584,0.1105
8.588,0.11803
8.592,0.09397
8.596,0.08538
8.6,0.06714
8.604,0.07313
8.608,0.04732
8.612,0.04107
8.616,0.06383
8.62,0.05166
8.624,0.05484
8.628,0.03726
8.632,0.0406
8.636,0.04081
8.64,0.0515
8.644,0.03172
8.648,0.0383
8.652,0.02341
8.656,0.0319
8.66,0.02527
8.664,0.02873
8.668,0.04391
8.672,0.03097
8.676,0.03288
8.68,0.02743
8.684,0.02229
8.688,0.0182
8.692,0.01942
8.696,0.02319
8.7,0.04084
8.704,0.03041
8.708,0.01317
8.712,0.019
8.716,0.02494
8.72,0.01413
8.724,0.03182
8.728,0.01047
8.732,0.02663
8.736,0.02317
8.74,0.03273
8.744,0.02083
8.748,0.01911
8.752,0.01958
8.756,0.03106
8.76,0.03127
8.764,0.05171
8.768,0.02833
8.772,0.02585
8.776,0.03518
8.78,0.05379
8.784,0.02061
8.788,0.03414
8.792,0.02326
8.796,0.01001
8.8,0.04003
8.804,0.02102
8.808,0.03364
8.812,0.02864
8.816,0.06585
8.82,0.02292
8.824,0.01274
8.828,0.05085
8.832,0.03165
8.836,0.03338
8.84,0.03647
8.844,0.0307
8.848,0.04808
8.852,0.04005
8.856,0.06155
8.86,0.04611
8.864,0.07718
8.868,0.07227
8.872,0.07571
8.876,0.12624
8.88,0.12257
8.884,0.14362
8.888,0.17273
8.892,0.19899
8.896,0.22114
8.9,0.25346
8.904,0.2918
8.908,0.33132
8.912,0.3675
8.916,0.41052
8.92,0.47553
8.924,0.52156
8.928,0.58893
8.932,0.63142
8.936,0.67333
8.94,0.74371
8.944,0.79205
8.948,0.84549
8.952,0.87932
8.956,0.9467
8.96,0.96403
8.964,0.98891
8.968,1.02065
8.972,1.0211
8.976,1.02821
8.98,1.01861
8.984,1.0456
8.988,0.99235
8.992,0.98745
8.996,0.95906
9.0,0.91615
9.004,0.8719
9.008,0.83614
9.012,0.76539
9.016,0.73889
9.02,0.69827
9.024,0.61657
9.028,0.57831
9.032,0.54094
9.036,0.46288
9.04,0.43298
9.044,0.41587
9.048,0.38103
9.052,0.32521
9.056,0.30265
9.06,0.27842
9.064,0.25484
9.068,0.24936
9.072,0.21906
9.076,0.23487
9.08,0.22973
9.084,0.23107
9.088,0.21907
9.092,0.21921
9.096,0.21959
9.1,0.2607
9.104,0.23605
9.108,0.28331
9.112,0.26825
9.116,0.27839
9.12,0.29022
9.124,0.28494
9.128,0.31565
9.132,0.32628
9.136,0.33009
9.14,0.34921
9.144,0.3413
9.148,0.3293
9.152,0.34175
9.156,0.33525
9.16,0.36003
9.164,0.34929
9.168,0.36188
9.172,0.34045
9.176,0.33124
9.18,0.31756
9.184,0.32369
9.188,0.29971
9.192,0.29259
9.196,0.28354
9.2,0.27406
9.204,0.26056
9.208,0.22614
9.212,0.23431
9.216,0.20031
9.22,0.19015
9.224,0.18991
9.228,0.17852
9.232,0.17694
9.236,0.13415
9.24,0.14026
9.244,0.09764
9.248,0.12508
9.252,0.10858
9.256,0.09078
9.26,0.088
9.264,0.08438
9.268,0.08514
9.272,0.06731
9.276,0.0739
9.28,0.05642
9.284,0.05174
9.288,0.04888
9.292,0.03571
9.296,0.06732
9.3,0.02945
9.304,0.02254
9.308,0.02698
9.312,0.04161
9.316,0.0379
9.32,0.02267
9.324,0.04071
9.328,0.02267
9.332,0.03315
9.336,0.02198
9.34,0.01761
9.344,0.02466
9.348,0.02275
9.352,0.03054
9.356,0.01667
9.36,0.00823
9.364,0.01998
9.368,0.04784
9.372,0.02026
9.376,0.04552
9.38,0.01821
9.384,0.01194
9.388,0.01246
9.392,0.04009
9.396,0.03964
9.4,0.00151
9.404,0.02651
9.408,0.03442
9.412,0.02422
9.416,0.02092
9.42,0.00988
9.424,0.01371
9.428,0.02288
9.432,0.00075
9.436,0.02793
9.44,0.01257
9.444,0.02815
9.448,0.03538
9.452,0.03216
9.456,0.01249
9.46,0.01279
9.464,0.02085
9.468,0.01593
9.472,0.01562
9.476,0.02321
9.48,0.01371
9.484,0.03141
9.488,0.03008
9.492,0.03971
9.496,0.00602
9.5,0.03523
9.504,0.03846
9.508,0.02597
9.512,0.03114
9.516,0.04681
9.52,0.01444
9.524,0.01365
9.528,0.02992
9.532,0.04032
9.536,0.05876
9.54,0.07495
9.544,0.06477
9.548,0.09595
9.552,0.10032
9.556,0.12398
9.56,0.15796
9.564,0.14514
9.568,0.19754
9.572,0.20333
9.576,0.25894
9.58,0.30152
9.584,0.35069
9.588,0.37959
9.592,0.43866
9.596,0.47055
9.6,0.51882
9.604,0.57787
9.608,0.64181
9.612,0.68631
9.616,0.76014
9.62,0.78564
9.624,0.84652
9.628,0.88876
9.632,0.9163
9.636,0.94559
9.64,0.98628
9.644,1.00031
9.648,1.01204
9.652,1.01462
9.656,1.01728
9.66,1.02852
9.664,0.98619
9.668,0.97631
9.672,0.91755
9.676,0.89562
9.68,0.84143
9.684,0.80647
9.688,0.75465
9.692,0.67538
9.696,0.65328
9.7,0.59547
9.704,0.54313
9.708,0.4922
9.712,0.45949
9.716,0.4054
9.72,0.39678
9.724,0.3499
9.728,0.31551
9.732,0.27521
9.736,0.26336
9.74,0.23562
9.744,0.21849
9.748,0.2113
9.752,0.22011
9.756,0.20421
9.76,0.20937
9.764,0.19548
9.768,0.19797
9.772,0.21265
9.776,0.20433
9.78,0.24236
9.784,0.24738
9.788,0.23314
9.792,0.26924
9.796,0.27805
9.8,0.28005
9.804,0.28608
9.808,0.29479
9.812,0.31204
9.816,0.32352
9.82,0.31418
9.824,0.32486
9.828,0.34792
9.832,0.31685
9.836,0.34559
9.84,0.31945
9.844,0.3315
9.848,0.3152
9.852,0.30542
9.856,0.29141
9.86,0.27567
9.864,0.29284
9.868,0.28309
9.872,0.25179
9.876,0.2362
9.88,0.22873
9.884,0.20469
9.888,0.19547
9.892,0.16356
9.896,0.15575
9.9,0.16568
9.904,0.14054
9.908,0.11439
9.912,0.10488
9.916,0.11841
9.92,0.08513
9.924,0.07012
9.928,0.08935
9.932,0.05916
9.936,0.06799
9.94,0.04689
9.944,0.05894
9.948,0.02497
9.952,0.03345
9.956,0.02382
9.96,0.02016
9.964,0.03935
9.968,0.02069
9.972,0.00545
9.976,0.01962
9.98,0.01664
9.984,0.02923
9.988,-0.00559
9.992,0.01608
9.996,-0.00406
